transaccion_id,cuenta_id,cliente_id,fecha_hora,monto,moneda,tipo_transaccion,canal,sucursal_id,producto
TXN-00022562,CTA-362486,CLI-29855,2026-06-10 00:41:00,2430862.63,CRC,transferencia,sinpe,SJ-002,Cuenta Ahorro
TXN-00022563,CTA-198349,CLI-54797,2026-06-02 20:42:00,3010540.74,CRC,deposito,sinpe,LI-002,Tarjeta Crédito
TXN-00022564,CTA-355177,CLI-15806,2026-06-23 13:23:00,3458595.74,CRC,deposito,sinpe,LI-001,Tarjeta Crédito
TXN-00022565,CTA-897948,CLI-44651,2026-06-16 20:55:00,3356490.76,CRC,comision,sucursal,AL-001,Préstamo Personal
TXN-00022566,CTA-565478,CLI-77149,2026-06-24 19:31:00,3867428.97,CRC,pago,atm,HE-001,Préstamo Personal
TXN-00022567,CTA-916434,CLI-71026,2026-06-20 08:09:00,2099581.55,CRC,pago,app_movil,PU-001,Cuenta Corriente
TXN-00022568,CTA-607950,CLI-89519,2026-06-16 12:50:00,159011.66,CRC,transferencia,sucursal,HE-001,Cuenta Corriente
TXN-00022569,CTA-122700,CLI-14710,2026-06-21 05:35:00,2512637.24,CRC,retiro,sinpe,AL-001,Préstamo Hipotecario
TXN-00022570,CTA-842609,CLI-52627,2026-06-18 22:58:00,4272668.52,CRC,transferencia,app_movil,LI-001,Préstamo Personal
TXN-00022571,CTA-271183,CLI-69182,2026-06-15 03:56:00,3805358.35,CRC,retiro,sucursal,SJ-001,Tarjeta Crédito
TXN-00022572,CTA-350643,CLI-91575,2026-06-12 05:36:00,4380555.56,CRC,deposito,sinpe,AL-001,Tarjeta Crédito
TXN-00022573,CTA-253123,CLI-23177,2026-06-11 10:35:00,557105.06,CRC,deposito,sucursal,HE-001,Préstamo Hipotecario
TXN-00022574,CTA-912936,CLI-59349,2026-06-24 07:09:00,3426722.45,CRC,transferencia,app_movil,PU-001,Préstamo Hipotecario
TXN-00022575,CTA-358559,CLI-12473,2026-06-11 04:44:00,2875789.36,CRC,pago,app_movil,AL-001,Tarjeta Crédito
TXN-00022576,CTA-220752,CLI-46754,2026-06-21 23:03:00,4119547.97,CRC,pago,atm,PU-001,Cuenta Corriente
TXN-00022577,CTA-461792,CLI-90065,2026-06-25 18:02:00,3004897.86,CRC,deposito,web,HE-001,Cuenta Corriente
TXN-00022578,CTA-374978,CLI-90684,2026-06-07 05:29:00,2570182.92,CRC,retiro,atm,PU-001,Tarjeta Crédito
TXN-00022579,CTA-282564,CLI-81569,2026-06-03 12:12:00,1293118.84,CRC,transferencia,app_movil,CA-001,Préstamo Hipotecario
TXN-00022580,CTA-813055,CLI-39518,2026-06-02 18:01:00,2494464.81,CRC,deposito,app_movil,AL-001,Préstamo Hipotecario
TXN-00022581,CTA-688318,CLI-15753,2026-06-28 19:25:00,2819798.99,CRC,comision,web,LI-002,Préstamo Personal
TXN-00022582,CTA-754048,CLI-67724,2026-06-12 17:49:00,1939649.68,CRC,transferencia,sinpe,HE-001,Tarjeta Crédito
TXN-00022583,CTA-379964,CLI-16606,2026-06-25 00:43:00,3786969.77,CRC,comision,sinpe,AL-001,Préstamo Hipotecario
TXN-00022584,CTA-293139,CLI-45122,2026-06-28 05:16:00,3773860.53,CRC,comision,web,SJ-001,Préstamo Personal
TXN-00022585,CTA-818437,CLI-58805,2026-06-27 15:19:00,2539033.48,CRC,pago,web,CA-001,Préstamo Personal
TXN-00022586,CTA-616891,CLI-97171,2026-06-26 04:19:00,3957323.1,CRC,comision,atm,SJ-001,Préstamo Personal
TXN-00022587,CTA-144184,CLI-67206,2026-06-13 05:00:00,1413982.71,CRC,comision,sinpe,LI-002,Préstamo Hipotecario
TXN-00022588,CTA-994244,CLI-44403,2026-06-06 09:44:00,1618111.95,CRC,transferencia,atm,SJ-001,Cuenta Ahorro
TXN-00022589,CTA-123326,CLI-57001,2026-06-24 17:49:00,2926470.02,CRC,transferencia,web,LI-001,Cuenta Corriente
TXN-00022590,CTA-205861,CLI-23224,2026-06-17 04:09:00,729031.56,CRC,retiro,web,SJ-002,Tarjeta Crédito
TXN-00022591,CTA-969814,CLI-38034,2026-06-21 05:40:00,534375.92,CRC,pago,sucursal,HE-001,Cuenta Corriente
TXN-00022592,CTA-205186,CLI-22254,2026-06-13 00:24:00,4931264.52,CRC,pago,sucursal,LI-001,Cuenta Ahorro
TXN-00022593,CTA-884406,CLI-15741,2026-06-04 09:03:00,1887929.14,CRC,deposito,atm,AL-001,Préstamo Personal
TXN-00022594,CTA-807921,CLI-98433,2026-06-05 17:23:00,1350142.22,CRC,deposito,app_movil,HE-001,Préstamo Hipotecario
TXN-00022595,CTA-489523,CLI-57751,2026-06-20 10:58:00,4170917.48,CRC,comision,atm,SJ-002,Cuenta Corriente
TXN-00022596,CTA-912815,CLI-67932,2026-06-28 16:05:00,2911803.64,CRC,pago,app_movil,LI-001,Préstamo Personal
TXN-00022597,CTA-534485,CLI-38500,2026-06-10 15:49:00,3496276.42,CRC,transferencia,app_movil,AL-001,Cuenta Corriente
TXN-00022598,CTA-450736,CLI-75125,2026-06-20 02:09:00,2014841.31,CRC,comision,sucursal,HE-001,Préstamo Personal
TXN-00022599,CTA-542419,CLI-38235,2026-06-19 05:34:00,367736.37,CRC,deposito,sinpe,AL-001,Préstamo Hipotecario
TXN-00022600,CTA-473352,CLI-58542,2026-06-07 11:20:00,835603.74,CRC,transferencia,atm,HE-001,Préstamo Hipotecario
TXN-00022601,CTA-880653,CLI-82621,2026-06-23 20:44:00,2304719.23,CRC,comision,app_movil,PU-001,Cuenta Corriente
TXN-00022602,CTA-809750,CLI-30785,2026-06-18 03:09:00,4895689.86,CRC,pago,atm,LI-001,Tarjeta Crédito
TXN-00022603,CTA-360652,CLI-70293,2026-06-11 03:29:00,3765678.65,CRC,retiro,sinpe,AL-001,Cuenta Ahorro
TXN-00022604,CTA-211190,CLI-10753,2026-06-26 08:52:00,3896801.13,CRC,retiro,sinpe,LI-002,Préstamo Personal
TXN-00022605,CTA-327785,CLI-24266,2026-06-09 11:24:00,2968275.99,CRC,transferencia,sucursal,AL-001,Cuenta Corriente
TXN-00022606,CTA-353949,CLI-88494,2026-06-27 19:57:00,3599899.27,CRC,pago,sinpe,HE-001,Cuenta Ahorro
TXN-00022607,CTA-729099,CLI-41657,2026-06-05 22:48:00,4661796.78,CRC,deposito,sucursal,AL-001,Tarjeta Crédito
TXN-00022608,CTA-223562,CLI-62412,2026-06-06 15:38:00,1058456.78,CRC,retiro,sinpe,HE-001,Cuenta Corriente
TXN-00022609,CTA-166706,CLI-97161,2026-06-26 03:35:00,944577.66,CRC,deposito,sucursal,AL-001,Cuenta Ahorro
TXN-00022610,CTA-164397,CLI-13089,2026-06-07 23:04:00,4613862.8,CRC,comision,sinpe,CA-001,Cuenta Corriente
TXN-00022611,CTA-691970,CLI-76602,2026-06-15 04:37:00,3609137.98,CRC,pago,sinpe,SJ-002,Cuenta Corriente
TXN-00022612,CTA-496396,CLI-69218,2026-06-25 01:25:00,1753520.97,CRC,retiro,sinpe,HE-001,Préstamo Hipotecario
TXN-00022613,CTA-107060,CLI-81226,2026-06-19 20:15:00,3284783.87,CRC,pago,web,LI-002,Préstamo Hipotecario
TXN-00022614,CTA-707574,CLI-77282,2026-06-09 04:57:00,2269316.69,CRC,deposito,web,AL-001,Préstamo Personal
TXN-00022615,CTA-876049,CLI-97190,2026-06-18 20:36:00,2797475.4,CRC,deposito,app_movil,AL-001,Cuenta Ahorro
TXN-00022616,CTA-693550,CLI-33221,2026-06-08 23:56:00,545488.43,CRC,pago,sinpe,AL-001,Tarjeta Crédito
TXN-00022617,CTA-909040,CLI-67120,2026-06-17 10:38:00,400897.25,CRC,comision,sinpe,LI-001,Cuenta Corriente
TXN-00022618,CTA-457049,CLI-67378,2026-06-02 10:06:00,2347527.53,CRC,pago,sinpe,SJ-002,Cuenta Corriente
TXN-00022619,CTA-926812,CLI-32355,2026-06-28 09:39:00,3398881.53,CRC,pago,atm,PU-001,Préstamo Personal
TXN-00022620,CTA-742809,CLI-14135,2026-06-16 07:04:00,2235145.06,CRC,retiro,sucursal,AL-001,Préstamo Hipotecario
TXN-00022621,CTA-726588,CLI-77281,2026-06-06 07:04:00,2161221.49,CRC,deposito,web,SJ-002,Cuenta Corriente
TXN-00022622,CTA-427969,CLI-66965,2026-06-04 02:33:00,3285122.93,CRC,deposito,app_movil,CA-001,Tarjeta Crédito
TXN-00022623,CTA-528197,CLI-47880,2026-06-25 18:19:00,2985316.85,CRC,retiro,sinpe,PU-001,Cuenta Corriente
TXN-00022624,CTA-267933,CLI-36576,2026-06-27 02:50:00,2821724.78,CRC,deposito,atm,LI-001,Préstamo Personal
TXN-00022625,CTA-914132,CLI-75165,2026-06-11 15:42:00,2093400.92,CRC,transferencia,atm,SJ-002,Cuenta Ahorro
TXN-00022626,CTA-587663,CLI-13239,2026-06-09 19:24:00,4210318.91,CRC,transferencia,sucursal,LI-001,Tarjeta Crédito
TXN-00022627,CTA-643403,CLI-80184,2026-06-21 22:38:00,4355557.73,CRC,retiro,sinpe,LI-001,Préstamo Personal
TXN-00022628,CTA-526153,CLI-45649,2026-06-07 12:24:00,3090349.62,CRC,retiro,app_movil,HE-001,Cuenta Ahorro
TXN-00022629,CTA-264981,CLI-79835,2026-06-02 21:34:00,2863140.14,CRC,deposito,sinpe,LI-002,Tarjeta Crédito
TXN-00022630,CTA-470358,CLI-79240,2026-06-05 23:58:00,2301268.58,CRC,pago,sinpe,CA-001,Préstamo Personal
TXN-00022631,CTA-431936,CLI-87663,2026-06-22 19:31:00,1600396.28,CRC,comision,sucursal,SJ-001,Préstamo Hipotecario
TXN-00022632,CTA-906495,CLI-47779,2026-06-03 18:46:00,4649083.7,CRC,pago,app_movil,LI-001,Tarjeta Crédito
TXN-00022633,CTA-254972,CLI-88597,2026-06-10 13:22:00,2899177.53,CRC,comision,atm,PU-001,Cuenta Ahorro
TXN-00022634,CTA-248451,CLI-99442,2026-06-18 11:03:00,3946711.31,CRC,comision,app_movil,CA-001,Cuenta Ahorro
TXN-00022635,CTA-314778,CLI-93469,2026-06-01 00:09:00,337192.32,CRC,comision,app_movil,LI-001,Tarjeta Crédito
TXN-00022636,CTA-563839,CLI-57843,2026-06-12 07:24:00,3652784.6,CRC,transferencia,atm,SJ-002,Cuenta Corriente
TXN-00022637,CTA-173492,CLI-25848,2026-06-18 21:14:00,1398812.83,CRC,transferencia,atm,LI-001,Cuenta Corriente
TXN-00022638,CTA-524969,CLI-56026,2026-06-07 21:21:00,518437.53,CRC,transferencia,atm,CA-001,Préstamo Personal
TXN-00022639,CTA-682230,CLI-13302,2026-06-21 21:40:00,2478165.36,CRC,transferencia,atm,AL-001,Cuenta Ahorro
TXN-00022640,CTA-851999,CLI-37324,2026-06-07 19:53:00,2060153.13,CRC,pago,atm,SJ-001,Préstamo Hipotecario
TXN-00022641,CTA-974475,CLI-91766,2026-06-07 15:05:00,2821442.18,CRC,retiro,app_movil,AL-001,Cuenta Ahorro
TXN-00022642,CTA-824394,CLI-11019,2026-06-21 21:40:00,1146267.47,CRC,transferencia,sinpe,PU-001,Cuenta Ahorro
TXN-00022643,CTA-158695,CLI-16464,2026-06-18 19:40:00,531913.22,CRC,retiro,web,AL-001,Tarjeta Crédito
TXN-00022644,CTA-528085,CLI-15777,2026-06-02 12:32:00,3845308.85,CRC,deposito,web,SJ-002,Tarjeta Crédito
TXN-00022645,CTA-312118,CLI-26845,2026-06-08 16:45:00,4092738.53,CRC,retiro,sucursal,SJ-002,Cuenta Corriente
TXN-00022646,CTA-563417,CLI-55436,2026-06-06 09:34:00,392735.11,CRC,transferencia,web,HE-001,Cuenta Ahorro
TXN-00022647,CTA-210856,CLI-80933,2026-06-11 19:49:00,4424217.45,CRC,pago,web,HE-001,Tarjeta Crédito
TXN-00022648,CTA-553517,CLI-69100,2026-06-04 20:30:00,635319.27,CRC,retiro,atm,PU-001,Tarjeta Crédito
TXN-00022649,CTA-418362,CLI-15608,2026-06-17 10:30:00,4266890.79,CRC,comision,web,HE-001,Cuenta Ahorro
TXN-00022650,CTA-921540,CLI-50637,2026-06-24 10:46:00,1317416.63,CRC,deposito,atm,SJ-001,Cuenta Ahorro
TXN-00022651,CTA-976729,CLI-15258,2026-06-21 04:19:00,4830860.75,CRC,deposito,web,SJ-002,Préstamo Personal
TXN-00022652,CTA-830596,CLI-79248,2026-06-14 17:44:00,1591550.61,CRC,comision,sucursal,LI-002,Tarjeta Crédito
TXN-00022653,CTA-560847,CLI-96116,2026-06-11 06:18:00,4285398.81,CRC,transferencia,atm,LI-001,Tarjeta Crédito
TXN-00022654,CTA-753361,CLI-14006,2026-06-06 14:10:00,4091328.36,CRC,transferencia,app_movil,PU-001,Préstamo Personal
TXN-00022655,CTA-156821,CLI-11756,2026-06-12 14:48:00,52225.37,CRC,deposito,app_movil,AL-001,Cuenta Corriente
TXN-00022656,CTA-561959,CLI-59276,2026-06-06 22:38:00,1290958.8,CRC,transferencia,sucursal,AL-001,Cuenta Ahorro
TXN-00022657,CTA-336360,CLI-19706,2026-06-21 00:07:00,4910248.24,CRC,comision,app_movil,SJ-002,Préstamo Personal
TXN-00022658,CTA-786297,CLI-58856,2026-06-24 07:56:00,2781512.34,CRC,transferencia,web,SJ-001,Cuenta Ahorro
TXN-00022659,CTA-474339,CLI-65641,2026-06-04 20:58:00,2347631.87,CRC,retiro,atm,CA-001,Cuenta Ahorro
TXN-00022660,CTA-584297,CLI-94518,2026-06-19 19:45:00,48079.64,CRC,comision,app_movil,CA-001,Tarjeta Crédito
TXN-00022661,CTA-825593,CLI-88752,2026-06-06 23:24:00,1490980.5,CRC,deposito,sucursal,CA-001,Cuenta Corriente
TXN-00022662,CTA-744473,CLI-14527,2026-06-21 12:39:00,1877834.44,CRC,comision,sucursal,LI-001,Préstamo Personal
TXN-00022663,CTA-263877,CLI-89756,2026-06-28 18:52:00,2644334.93,CRC,deposito,atm,SJ-002,Tarjeta Crédito
TXN-00022664,CTA-609112,CLI-53374,2026-06-19 09:49:00,2984704.06,CRC,comision,sucursal,LI-002,Préstamo Personal
TXN-00022665,CTA-331945,CLI-49191,2026-06-30 23:26:00,1715775.03,CRC,retiro,web,HE-001,Cuenta Ahorro
TXN-00022666,CTA-451706,CLI-55044,2026-06-20 21:13:00,3834961.33,CRC,retiro,app_movil,CA-001,Cuenta Ahorro
TXN-00022667,CTA-639524,CLI-78990,2026-06-17 18:12:00,2864021.13,CRC,transferencia,sinpe,SJ-001,Cuenta Ahorro
TXN-00022668,CTA-875931,CLI-58236,2026-06-23 09:31:00,4206922.31,CRC,comision,web,CA-001,Préstamo Hipotecario
TXN-00022669,CTA-314185,CLI-19166,2026-06-24 07:36:00,1773302.66,CRC,comision,app_movil,HE-001,Tarjeta Crédito
TXN-00022670,CTA-584558,CLI-98295,2026-06-26 01:26:00,4154690.77,CRC,transferencia,app_movil,SJ-002,Préstamo Hipotecario
TXN-00022671,CTA-162493,CLI-33475,2026-06-25 10:54:00,2787453.3,CRC,pago,app_movil,AL-001,Préstamo Personal
TXN-00022672,CTA-672461,CLI-83074,2026-06-09 04:16:00,2587959.78,CRC,transferencia,sinpe,PU-001,Cuenta Corriente
TXN-00022673,CTA-750621,CLI-52705,2026-06-15 19:41:00,4871938.39,CRC,comision,web,HE-001,Tarjeta Crédito
TXN-00022674,CTA-154491,CLI-90719,2026-06-10 03:23:00,3781822.01,CRC,pago,web,SJ-002,Préstamo Personal
TXN-00022675,CTA-738895,CLI-61796,2026-06-18 23:09:00,260884.64,CRC,comision,sucursal,CA-001,Tarjeta Crédito
TXN-00022676,CTA-806868,CLI-15898,2026-06-18 18:42:00,372212.31,CRC,deposito,atm,SJ-002,Cuenta Ahorro
TXN-00022677,CTA-784936,CLI-11947,2026-06-20 06:16:00,1474929.98,CRC,deposito,sinpe,AL-001,Préstamo Hipotecario
TXN-00022678,CTA-984814,CLI-79535,2026-06-21 15:32:00,2853992.2,CRC,transferencia,sucursal,PU-001,Préstamo Hipotecario
TXN-00022679,CTA-503357,CLI-35370,2026-06-17 00:10:00,2919191.86,CRC,transferencia,app_movil,HE-001,Cuenta Corriente
TXN-00022680,CTA-385264,CLI-82760,2026-06-11 05:34:00,4607183.99,CRC,transferencia,sucursal,LI-002,Cuenta Corriente
TXN-00022681,CTA-975155,CLI-14635,2026-06-16 01:52:00,2129528.4,CRC,comision,sucursal,LI-001,Cuenta Ahorro
TXN-00022682,CTA-412483,CLI-64840,2026-06-07 03:05:00,2623468.61,CRC,pago,app_movil,HE-001,Tarjeta Crédito
TXN-00022683,CTA-974677,CLI-74790,2026-06-13 04:27:00,287327.01,CRC,deposito,atm,LI-002,Cuenta Ahorro
TXN-00022684,CTA-466256,CLI-31112,2026-06-01 21:09:00,2581356.21,CRC,transferencia,web,HE-001,Préstamo Hipotecario
TXN-00022685,CTA-290560,CLI-53116,2026-06-03 04:34:00,1809848.91,CRC,pago,web,HE-001,Tarjeta Crédito
TXN-00022686,CTA-748624,CLI-49366,2026-06-01 16:08:00,4280647.14,CRC,comision,atm,LI-002,Tarjeta Crédito
TXN-00022687,CTA-219435,CLI-30760,2026-06-30 20:02:00,3731083.45,CRC,transferencia,web,HE-001,Préstamo Personal
TXN-00022688,CTA-303192,CLI-88087,2026-06-06 11:19:00,3247273.88,CRC,comision,web,SJ-001,Préstamo Personal
TXN-00022689,CTA-945860,CLI-14332,2026-06-24 08:12:00,3049915.56,CRC,retiro,app_movil,LI-002,Préstamo Hipotecario
TXN-00022690,CTA-768387,CLI-68074,2026-06-27 00:42:00,521411.01,CRC,comision,sucursal,SJ-001,Cuenta Corriente
TXN-00022691,CTA-527484,CLI-99124,2026-06-17 16:07:00,3585075.79,CRC,retiro,web,SJ-002,Préstamo Personal
TXN-00022692,CTA-693350,CLI-75745,2026-06-10 11:00:00,53291.25,CRC,transferencia,sucursal,HE-001,Cuenta Ahorro
TXN-00022693,CTA-437799,CLI-43989,2026-06-04 00:21:00,3398656.47,CRC,pago,web,SJ-001,Cuenta Corriente
TXN-00022694,CTA-696342,CLI-14010,2026-06-11 22:27:00,391582.37,CRC,retiro,web,CA-001,Préstamo Personal
TXN-00022695,CTA-562737,CLI-36662,2026-06-26 08:43:00,3992895.15,CRC,deposito,sinpe,AL-001,Cuenta Corriente
TXN-00022696,CTA-328867,CLI-64493,2026-06-11 18:24:00,1922450.66,CRC,comision,app_movil,PU-001,Cuenta Ahorro
TXN-00022697,CTA-333170,CLI-50200,2026-06-17 14:31:00,3275606.4,CRC,comision,sinpe,CA-001,Cuenta Ahorro
TXN-00022698,CTA-847374,CLI-55827,2026-06-02 23:12:00,2879964.29,CRC,deposito,sucursal,SJ-002,Cuenta Corriente
TXN-00022699,CTA-149471,CLI-38636,2026-06-29 19:16:00,2706974.85,CRC,deposito,web,CA-001,Tarjeta Crédito
TXN-00022700,CTA-365182,CLI-61986,2026-06-26 12:21:00,2989687.02,CRC,deposito,sinpe,AL-001,Cuenta Corriente
TXN-00022701,CTA-408397,CLI-64135,2026-06-14 09:39:00,2372637.07,CRC,comision,web,CA-001,Préstamo Personal
TXN-00022702,CTA-897706,CLI-45704,2026-06-12 05:56:00,845520.75,CRC,comision,atm,HE-001,Cuenta Corriente
TXN-00022703,CTA-939857,CLI-19814,2026-06-05 02:05:00,2953489.93,CRC,deposito,sinpe,AL-001,Cuenta Ahorro
