transaccion_id,cuenta_id,cliente_id,fecha_hora,monto,moneda,tipo_transaccion,canal,sucursal_id,producto
TXN-00000052,CTA-870763,CLI-42527,2026-06-16 02:50:00,4011373.46,CRC,transferencia,sucursal,PU-001,Cuenta Corriente
TXN-00000053,CTA-333238,CLI-36158,2026-06-18 09:50:00,4293107.66,CRC,pago,atm,SJ-001,Tarjeta Crédito
TXN-00000054,CTA-302511,CLI-62227,2026-06-11 08:35:00,119298.51,CRC,transferencia,atm,CA-001,Cuenta Corriente
TXN-00000055,CTA-519093,CLI-99065,2026-06-13 16:52:00,3207767.21,CRC,comision,atm,LI-001,Cuenta Corriente
TXN-00000056,CTA-378361,CLI-15014,2026-06-06 05:59:00,893660.51,CRC,deposito,sinpe,HE-001,Préstamo Personal
TXN-00000057,CTA-636265,CLI-25157,2026-06-16 17:34:00,2182533.03,CRC,pago,sinpe,LI-001,Cuenta Ahorro
TXN-00000058,CTA-101773,CLI-78146,2026-06-12 14:13:00,3544217.63,CRC,comision,sucursal,SJ-001,Tarjeta Crédito
TXN-00000059,CTA-446239,CLI-91678,2026-06-20 15:05:00,4744423.56,CRC,transferencia,app_movil,SJ-002,Tarjeta Crédito
TXN-00000060,CTA-442027,CLI-62743,2026-06-24 01:54:00,3334797.63,CRC,transferencia,sinpe,HE-001,Cuenta Ahorro
TXN-00000061,CTA-497562,CLI-98777,2026-06-09 17:32:00,3324982.24,CRC,retiro,sinpe,PU-001,Préstamo Hipotecario
TXN-00000062,CTA-100425,CLI-49829,2026-06-14 16:43:00,2740138.13,CRC,transferencia,sucursal,PU-001,Préstamo Personal
TXN-00000063,CTA-563638,CLI-98555,2026-06-27 09:29:00,2325475.96,CRC,retiro,sinpe,LI-001,Préstamo Personal
TXN-00000064,CTA-796101,CLI-92960,2026-06-08 17:20:00,1419648.24,CRC,comision,atm,SJ-002,Cuenta Corriente
TXN-00000065,CTA-308802,CLI-29313,2026-06-11 16:32:00,1123978.69,CRC,deposito,app_movil,HE-001,Cuenta Ahorro
TXN-00000066,CTA-760356,CLI-85454,2026-06-22 14:58:00,2277625.43,CRC,retiro,web,SJ-002,Préstamo Personal
TXN-00000067,CTA-821024,CLI-10726,2026-06-19 04:31:00,738709.15,CRC,deposito,web,CA-001,Cuenta Ahorro
TXN-00000068,CTA-361303,CLI-25906,2026-06-09 00:06:00,252041.71,CRC,pago,sucursal,LI-002,Préstamo Personal
TXN-00000069,CTA-564071,CLI-90301,2026-06-25 04:08:00,4750248.0,CRC,comision,web,LI-001,Préstamo Hipotecario
TXN-00000070,CTA-597732,CLI-68991,2026-06-21 07:03:00,3718533.56,CRC,transferencia,sucursal,AL-001,Tarjeta Crédito
TXN-00000071,CTA-387936,CLI-67654,2026-06-24 17:23:00,3134115.44,CRC,deposito,atm,LI-002,Cuenta Ahorro
TXN-00000072,CTA-666390,CLI-20561,2026-06-13 08:47:00,1599228.13,CRC,retiro,sucursal,LI-001,Cuenta Ahorro
TXN-00000073,CTA-167348,CLI-64377,2026-06-18 10:22:00,3532389.29,CRC,pago,atm,AL-001,Préstamo Hipotecario
TXN-00000074,CTA-973349,CLI-65069,2026-06-22 04:54:00,312266.29,CRC,pago,sinpe,PU-001,Cuenta Corriente
TXN-00000075,CTA-468845,CLI-49139,2026-06-27 04:48:00,2385421.68,CRC,pago,web,PU-001,Préstamo Hipotecario
TXN-00000076,CTA-386193,CLI-67125,2026-06-25 20:31:00,2441659.16,CRC,pago,app_movil,CA-001,Préstamo Personal
TXN-00000077,CTA-981334,CLI-71261,2026-06-16 07:08:00,3621182.71,CRC,retiro,sinpe,PU-001,Préstamo Hipotecario
TXN-00000078,CTA-795205,CLI-13552,2026-06-02 05:27:00,2959871.99,CRC,deposito,web,PU-001,Cuenta Ahorro
TXN-00000079,CTA-497519,CLI-52906,2026-06-22 00:17:00,252372.88,CRC,retiro,web,AL-001,Tarjeta Crédito
TXN-00000080,CTA-972335,CLI-65255,2026-06-16 08:38:00,1392004.82,CRC,transferencia,app_movil,PU-001,Préstamo Personal
TXN-00000081,CTA-466960,CLI-39389,2026-06-01 21:10:00,4999539.23,CRC,deposito,app_movil,SJ-001,Cuenta Corriente
TXN-00000082,CTA-751517,CLI-29973,2026-06-12 06:05:00,4196305.0,CRC,retiro,sucursal,CA-001,Préstamo Personal
TXN-00000083,CTA-368690,CLI-58351,2026-06-06 04:56:00,2325704.88,CRC,retiro,sinpe,CA-001,Préstamo Hipotecario
TXN-00000084,CTA-213349,CLI-85849,2026-06-06 05:06:00,4823639.14,CRC,deposito,atm,AL-001,Préstamo Hipotecario
TXN-00000085,CTA-307963,CLI-19961,2026-06-18 01:56:00,4707411.52,CRC,comision,sucursal,PU-001,Cuenta Corriente
TXN-00000086,CTA-693423,CLI-15383,2026-06-14 17:24:00,3981339.86,CRC,transferencia,sinpe,SJ-002,Préstamo Personal
TXN-00000087,CTA-457806,CLI-11658,2026-06-17 20:45:00,2530297.99,CRC,pago,web,SJ-002,Cuenta Corriente
TXN-00000088,CTA-968962,CLI-70258,2026-06-20 17:31:00,3178289.95,CRC,retiro,web,LI-001,Cuenta Ahorro
TXN-00000089,CTA-664315,CLI-73372,2026-06-24 17:53:00,3079945.86,CRC,pago,web,HE-001,Préstamo Hipotecario
TXN-00000090,CTA-971084,CLI-21359,2026-06-13 05:09:00,4258714.09,CRC,transferencia,web,LI-001,Cuenta Ahorro
TXN-00000091,CTA-618317,CLI-52600,2026-06-22 03:35:00,1682646.7,CRC,retiro,web,PU-001,Cuenta Ahorro
TXN-00000092,CTA-725113,CLI-46211,2026-06-17 03:33:00,1702353.88,CRC,comision,app_movil,HE-001,Préstamo Hipotecario
TXN-00000093,CTA-526170,CLI-74038,2026-06-09 16:41:00,1207538.9,CRC,comision,sucursal,SJ-002,Préstamo Personal
TXN-00000094,CTA-118080,CLI-22196,2026-06-30 09:29:00,2241424.57,CRC,transferencia,sucursal,LI-002,Préstamo Personal
TXN-00000095,CTA-486945,CLI-72031,2026-06-12 01:45:00,3320136.15,CRC,comision,sinpe,HE-001,Tarjeta Crédito
TXN-00000096,CTA-575786,CLI-45509,2026-06-20 08:45:00,1759700.83,CRC,transferencia,atm,LI-001,Cuenta Ahorro
TXN-00000097,CTA-878967,CLI-80236,2026-06-06 11:47:00,1578424.17,CRC,retiro,sucursal,CA-001,Cuenta Ahorro
TXN-00000098,CTA-897135,CLI-78765,2026-06-23 00:52:00,3623200.42,CRC,comision,atm,HE-001,Cuenta Corriente
TXN-00000099,CTA-288158,CLI-49618,2026-06-09 20:01:00,1138188.33,CRC,deposito,sinpe,HE-001,Cuenta Ahorro
TXN-00000100,CTA-680238,CLI-48290,2026-06-13 11:37:00,4871500.36,CRC,retiro,web,SJ-001,Cuenta Corriente
TXN-00000101,CTA-561865,CLI-54657,2026-06-01 13:23:00,2347515.33,CRC,retiro,app_movil,HE-001,Tarjeta Crédito
TXN-00000102,CTA-520172,CLI-74454,2026-06-22 17:48:00,4110756.11,CRC,deposito,sinpe,SJ-002,Cuenta Corriente
TXN-00000103,CTA-418594,CLI-21164,2026-06-07 21:43:00,4055899.24,CRC,retiro,app_movil,AL-001,Préstamo Hipotecario
TXN-00000104,CTA-498855,CLI-69049,2026-06-19 22:34:00,3878692.0,CRC,pago,atm,CA-001,Préstamo Hipotecario
TXN-00000105,CTA-163156,CLI-89905,2026-06-20 12:23:00,2843578.72,CRC,deposito,sucursal,HE-001,Cuenta Ahorro
TXN-00000106,CTA-282256,CLI-82350,2026-06-13 01:03:00,786128.41,CRC,deposito,sucursal,SJ-002,Cuenta Corriente
TXN-00000107,CTA-592738,CLI-48175,2026-06-19 14:12:00,3447166.31,CRC,deposito,sucursal,LI-002,Tarjeta Crédito
TXN-00000108,CTA-344762,CLI-44675,2026-06-13 20:48:00,356827.62,CRC,comision,sucursal,LI-002,Préstamo Personal
TXN-00000109,CTA-378535,CLI-28643,2026-06-06 05:21:00,3238525.98,CRC,deposito,app_movil,CA-001,Cuenta Ahorro
TXN-00000110,CTA-591465,CLI-49857,2026-06-14 23:59:00,2196328.09,CRC,pago,atm,HE-001,Préstamo Hipotecario
TXN-00000111,CTA-727086,CLI-15224,2026-06-25 13:48:00,2189356.56,CRC,pago,atm,LI-002,Préstamo Hipotecario
TXN-00000112,CTA-807053,CLI-85392,2026-06-12 09:28:00,457543.11,CRC,comision,app_movil,SJ-001,Tarjeta Crédito
TXN-00000113,CTA-283700,CLI-71669,2026-06-27 05:24:00,3815781.91,CRC,comision,web,SJ-001,Tarjeta Crédito
TXN-00000114,CTA-615611,CLI-21959,2026-06-09 06:14:00,3174288.81,CRC,pago,atm,PU-001,Préstamo Personal
TXN-00000115,CTA-999398,CLI-31079,2026-06-16 04:03:00,3350997.41,CRC,transferencia,web,LI-001,Préstamo Personal
TXN-00000116,CTA-676818,CLI-14809,2026-06-14 02:48:00,4068016.61,CRC,pago,app_movil,PU-001,Tarjeta Crédito
TXN-00000117,CTA-910075,CLI-62976,2026-06-12 11:41:00,580492.09,CRC,comision,app_movil,LI-001,Préstamo Hipotecario
TXN-00000118,CTA-643623,CLI-57419,2026-06-22 00:36:00,271966.22,CRC,comision,web,PU-001,Préstamo Personal
TXN-00000119,CTA-237377,CLI-47752,2026-06-03 08:22:00,1336014.14,CRC,pago,web,CA-001,Cuenta Corriente
TXN-00000120,CTA-425845,CLI-82199,2026-06-02 07:31:00,3549204.34,CRC,deposito,sinpe,CA-001,Préstamo Personal
TXN-00000121,CTA-218972,CLI-70482,2026-06-05 05:48:00,4961293.44,CRC,deposito,sucursal,CA-001,Préstamo Personal
TXN-00000122,CTA-605937,CLI-71894,2026-06-14 06:47:00,2078036.22,CRC,retiro,web,HE-001,Préstamo Hipotecario
TXN-00000123,CTA-728492,CLI-76616,2026-06-07 13:59:00,953861.24,CRC,retiro,app_movil,PU-001,Tarjeta Crédito
TXN-00000124,CTA-632401,CLI-45018,2026-06-19 21:13:00,4671307.72,CRC,deposito,atm,LI-001,Tarjeta Crédito
TXN-00000125,CTA-568238,CLI-80592,2026-06-27 17:05:00,4326437.71,CRC,pago,atm,LI-002,Tarjeta Crédito
TXN-00000126,CTA-437408,CLI-34727,2026-06-26 02:50:00,2277267.74,CRC,retiro,sinpe,PU-001,Préstamo Personal
TXN-00000127,CTA-880879,CLI-71993,2026-06-11 15:06:00,219192.85,CRC,pago,web,PU-001,Cuenta Ahorro
TXN-00000128,CTA-718849,CLI-53515,2026-06-23 13:01:00,632105.1,CRC,deposito,web,SJ-001,Cuenta Corriente
TXN-00000129,CTA-251157,CLI-63736,2026-06-24 22:28:00,77722.64,CRC,retiro,app_movil,LI-002,Préstamo Personal
TXN-00000130,CTA-516791,CLI-95175,2026-06-13 01:28:00,3116673.74,CRC,deposito,atm,LI-001,Préstamo Hipotecario
TXN-00000131,CTA-896290,CLI-73956,2026-06-18 07:04:00,3134369.1,CRC,comision,app_movil,LI-001,Préstamo Hipotecario
TXN-00000132,CTA-401338,CLI-39817,2026-06-04 02:44:00,3156173.92,CRC,deposito,web,CA-001,Cuenta Corriente
TXN-00000133,CTA-827712,CLI-49251,2026-06-29 20:13:00,2218949.08,CRC,deposito,app_movil,SJ-002,Tarjeta Crédito
TXN-00000134,CTA-551607,CLI-29080,2026-06-03 13:17:00,1792958.25,CRC,retiro,sinpe,HE-001,Préstamo Personal
TXN-00000135,CTA-182804,CLI-89887,2026-06-26 18:08:00,850748.26,CRC,pago,sinpe,AL-001,Cuenta Ahorro
TXN-00000136,CTA-768891,CLI-43289,2026-06-23 15:35:00,1161710.03,CRC,pago,atm,AL-001,Cuenta Corriente
TXN-00000137,CTA-265649,CLI-19681,2026-06-22 04:10:00,3388376.82,CRC,pago,atm,HE-001,Préstamo Hipotecario
TXN-00000138,CTA-579027,CLI-49599,2026-06-14 14:45:00,3451877.25,CRC,retiro,web,PU-001,Préstamo Personal
TXN-00000139,CTA-476395,CLI-85341,2026-06-05 20:29:00,1907440.12,CRC,transferencia,atm,CA-001,Cuenta Corriente
TXN-00000140,CTA-693419,CLI-99889,2026-06-30 22:57:00,1373127.42,CRC,deposito,sinpe,PU-001,Préstamo Personal
TXN-00000141,CTA-469435,CLI-38705,2026-06-14 00:36:00,3035717.93,CRC,retiro,sinpe,CA-001,Tarjeta Crédito
TXN-00000142,CTA-757937,CLI-94717,2026-07-01 00:00:00,3141612.27,CRC,deposito,atm,AL-001,Préstamo Personal
TXN-00000143,CTA-194511,CLI-48680,2026-06-02 12:26:00,3662066.48,CRC,transferencia,web,LI-001,Cuenta Ahorro
TXN-00000144,CTA-483629,CLI-79579,2026-06-10 03:19:00,3932777.54,CRC,comision,atm,AL-001,Cuenta Ahorro
TXN-00000145,CTA-409478,CLI-54396,2026-06-12 16:40:00,4836953.0,CRC,deposito,web,LI-002,Cuenta Corriente
TXN-00000146,CTA-859396,CLI-98395,2026-06-07 09:44:00,4300842.84,CRC,pago,sinpe,CA-001,Tarjeta Crédito
TXN-00000147,CTA-662636,CLI-26199,2026-06-05 02:38:00,70579.36,CRC,pago,atm,PU-001,Tarjeta Crédito
TXN-00000148,CTA-489518,CLI-24201,2026-06-27 14:29:00,4112264.09,CRC,retiro,web,PU-001,Cuenta Corriente
TXN-00000149,CTA-332120,CLI-94889,2026-06-29 04:42:00,4576364.29,CRC,deposito,web,LI-001,Tarjeta Crédito
TXN-00000150,CTA-147549,CLI-14877,2026-06-30 13:08:00,584263.01,CRC,transferencia,web,PU-001,Cuenta Corriente
TXN-00000151,CTA-242254,CLI-60940,2026-06-05 10:09:00,4436409.28,CRC,pago,atm,CA-001,Préstamo Hipotecario
TXN-00000152,CTA-786735,CLI-22978,2026-06-20 01:47:00,4427183.51,CRC,pago,sinpe,AL-001,Préstamo Personal
TXN-00000153,CTA-327823,CLI-68115,2026-06-13 17:33:00,3451713.04,CRC,pago,sucursal,SJ-001,Tarjeta Crédito
TXN-00000154,CTA-776149,CLI-57012,2026-06-05 12:31:00,2722784.84,CRC,deposito,web,LI-001,Tarjeta Crédito
TXN-00000155,CTA-964226,CLI-69600,2026-06-09 15:19:00,4745104.93,CRC,deposito,sucursal,SJ-002,Préstamo Hipotecario
TXN-00000156,CTA-355400,CLI-26505,2026-06-01 23:19:00,3934186.16,CRC,comision,sucursal,SJ-001,Cuenta Corriente
TXN-00000157,CTA-952547,CLI-40539,2026-06-26 05:20:00,2932329.03,CRC,transferencia,sucursal,CA-001,Préstamo Hipotecario
TXN-00000158,CTA-251716,CLI-27038,2026-06-01 03:05:00,4292172.23,CRC,comision,atm,HE-001,Cuenta Ahorro
TXN-00000159,CTA-475644,CLI-41186,2026-06-06 00:04:00,659884.34,CRC,comision,atm,SJ-001,Cuenta Corriente
TXN-00000160,CTA-877747,CLI-65176,2026-06-08 22:19:00,262942.69,CRC,comision,app_movil,HE-001,Cuenta Corriente
TXN-00000161,CTA-638169,CLI-87812,2026-06-22 16:11:00,3890307.18,CRC,deposito,web,LI-002,Préstamo Hipotecario
TXN-00000162,CTA-790909,CLI-78347,2026-06-11 01:59:00,3636487.74,CRC,transferencia,web,SJ-001,Cuenta Corriente
TXN-00000163,CTA-546980,CLI-99928,2026-06-03 18:26:00,4236645.42,CRC,deposito,web,LI-002,Préstamo Personal
TXN-00000164,CTA-255539,CLI-18609,2026-06-04 08:16:00,1611236.99,CRC,retiro,atm,SJ-002,Préstamo Hipotecario
TXN-00000165,CTA-726410,CLI-79541,2026-06-29 19:29:00,1905141.09,CRC,transferencia,web,LI-001,Préstamo Hipotecario
TXN-00000166,CTA-835869,CLI-24996,2026-06-28 13:17:00,496793.13,CRC,comision,sucursal,PU-001,Préstamo Personal
TXN-00000167,CTA-967611,CLI-69441,2026-06-21 13:13:00,2069654.04,CRC,pago,web,CA-001,Cuenta Corriente
TXN-00000168,CTA-367271,CLI-59060,2026-06-15 05:23:00,1563305.33,CRC,retiro,web,PU-001,Cuenta Corriente
TXN-00000169,CTA-201255,CLI-58843,2026-06-05 03:38:00,467057.28,CRC,retiro,sinpe,SJ-002,Cuenta Corriente
TXN-00000170,CTA-530764,CLI-56346,2026-06-27 16:34:00,3350396.31,CRC,pago,app_movil,LI-001,Tarjeta Crédito
TXN-00000171,CTA-705991,CLI-76507,2026-06-28 07:48:00,1758879.28,CRC,retiro,sucursal,HE-001,Préstamo Personal
TXN-00000172,CTA-683286,CLI-58176,2026-06-11 04:56:00,1751219.86,CRC,deposito,atm,SJ-002,Préstamo Hipotecario
TXN-00000173,CTA-904711,CLI-91490,2026-06-11 07:01:00,4225930.65,CRC,comision,sinpe,PU-001,Cuenta Corriente
TXN-00000174,CTA-386544,CLI-50499,2026-06-28 17:11:00,145736.95,CRC,transferencia,atm,HE-001,Cuenta Corriente
TXN-00000175,CTA-520252,CLI-19120,2026-06-09 06:08:00,2832039.15,CRC,retiro,app_movil,AL-001,Cuenta Corriente
TXN-00000176,CTA-575682,CLI-54681,2026-06-25 03:25:00,1881595.83,CRC,retiro,atm,CA-001,Tarjeta Crédito
TXN-00000177,CTA-263137,CLI-30632,2026-06-15 18:18:00,4416827.58,CRC,comision,app_movil,SJ-002,Cuenta Corriente
TXN-00000178,CTA-609253,CLI-89570,2026-06-13 09:12:00,3310031.53,CRC,pago,web,LI-002,Tarjeta Crédito
TXN-00000179,CTA-216276,CLI-47125,2026-06-10 19:27:00,1726519.1,CRC,comision,web,SJ-002,Préstamo Hipotecario
TXN-00000180,CTA-728437,CLI-17180,2026-06-15 00:52:00,1103371.66,CRC,deposito,sucursal,SJ-001,Tarjeta Crédito
TXN-00000181,CTA-403507,CLI-53007,2026-06-10 14:43:00,3821040.32,CRC,deposito,app_movil,AL-001,Préstamo Personal
TXN-00000182,CTA-658453,CLI-40161,2026-06-20 14:23:00,646799.32,CRC,comision,sinpe,AL-001,Tarjeta Crédito
TXN-00000183,CTA-144357,CLI-67176,2026-06-04 06:43:00,4308960.05,CRC,deposito,web,PU-001,Cuenta Corriente
TXN-00000184,CTA-843963,CLI-93904,2026-06-15 05:56:00,2867425.0,CRC,pago,atm,PU-001,Cuenta Corriente
TXN-00000185,CTA-280222,CLI-91018,2026-06-19 10:24:00,4831032.26,CRC,pago,atm,SJ-001,Cuenta Corriente
TXN-00000186,CTA-717476,CLI-62487,2026-06-20 21:00:00,1217339.06,CRC,comision,app_movil,SJ-002,Préstamo Personal
TXN-00000187,CTA-916964,CLI-32037,2026-06-15 02:54:00,1108638.72,CRC,deposito,sinpe,LI-001,Cuenta Corriente
TXN-00000188,CTA-466346,CLI-56019,2026-06-25 03:33:00,4529707.74,CRC,retiro,sucursal,CA-001,Cuenta Corriente
TXN-00000189,CTA-731661,CLI-30036,2026-06-07 15:57:00,987161.74,CRC,deposito,sucursal,HE-001,Préstamo Personal
TXN-00000190,CTA-691912,CLI-94278,2026-06-22 02:45:00,3405986.26,CRC,comision,atm,LI-002,Tarjeta Crédito
TXN-00000191,CTA-563688,CLI-92756,2026-06-07 20:53:00,342363.01,CRC,transferencia,atm,LI-002,Préstamo Hipotecario
TXN-00000192,CTA-425486,CLI-70521,2026-06-03 13:21:00,2537177.09,CRC,pago,app_movil,LI-001,Cuenta Corriente
TXN-00000193,CTA-996840,CLI-21835,2026-06-17 18:45:00,384578.27,CRC,comision,sinpe,HE-001,Préstamo Hipotecario
TXN-00000194,CTA-930281,CLI-15376,2026-06-18 11:57:00,2902066.71,CRC,pago,sinpe,LI-002,Cuenta Ahorro
TXN-00000195,CTA-164879,CLI-69050,2026-06-15 15:11:00,2507335.14,CRC,deposito,atm,LI-002,Cuenta Corriente
TXN-00000196,CTA-841995,CLI-67377,2026-06-23 23:06:00,196671.49,CRC,pago,sinpe,AL-001,Préstamo Hipotecario
TXN-00000197,CTA-396635,CLI-60779,2026-06-28 18:04:00,1820125.9,CRC,pago,atm,AL-001,Préstamo Hipotecario
TXN-00000198,CTA-199096,CLI-83133,2026-06-03 09:11:00,330493.36,CRC,pago,atm,LI-001,Tarjeta Crédito
TXN-00000199,CTA-711046,CLI-96980,2026-06-30 21:08:00,1667476.82,CRC,retiro,atm,AL-001,Tarjeta Crédito
TXN-00000200,CTA-843266,CLI-21104,2026-06-30 20:35:00,645629.34,CRC,transferencia,sinpe,PU-001,Préstamo Personal
TXN-00000201,CTA-802667,CLI-99838,2026-06-30 06:51:00,4066110.73,CRC,comision,app_movil,LI-001,Préstamo Personal
TXN-00000202,CTA-423869,CLI-33627,2026-06-24 03:24:00,92134.46,CRC,retiro,atm,LI-001,Préstamo Personal
TXN-00000203,CTA-262471,CLI-20114,2026-06-09 17:43:00,4999883.13,CRC,transferencia,app_movil,CA-001,Préstamo Hipotecario
