transaccion_id,cuenta_id,cliente_id,fecha_hora,monto,moneda,tipo_transaccion,canal,sucursal_id,producto
TXN-00005020,CTA-477971,CLI-43198,2026-06-02 02:36:00,786642.87,CRC,transferencia,sucursal,LI-002,Préstamo Hipotecario
TXN-00005021,CTA-555229,CLI-17922,2026-06-20 19:12:00,463806.69,CRC,comision,sinpe,SJ-001,Cuenta Ahorro
TXN-00005022,CTA-561751,CLI-83880,2026-06-07 10:22:00,2344204.86,CRC,retiro,web,HE-001,Cuenta Ahorro
TXN-00005023,CTA-411058,CLI-36383,2026-06-17 09:50:00,3533601.15,CRC,deposito,web,SJ-002,Cuenta Corriente
TXN-00005024,CTA-780614,CLI-40295,2026-06-10 21:41:00,1859293.06,CRC,comision,atm,AL-001,Cuenta Ahorro
TXN-00005025,CTA-262062,CLI-70283,2026-06-29 21:10:00,4738728.82,CRC,comision,sinpe,HE-001,Tarjeta Crédito
TXN-00005026,CTA-924556,CLI-75454,2026-06-08 01:37:00,2137471.3,CRC,comision,atm,CA-001,Préstamo Hipotecario
TXN-00005027,CTA-937223,CLI-50146,2026-06-19 20:21:00,1681280.31,CRC,comision,atm,HE-001,Préstamo Hipotecario
TXN-00005028,CTA-221608,CLI-32714,2026-06-17 02:42:00,3665496.8,CRC,pago,sucursal,LI-002,Cuenta Corriente
TXN-00005029,CTA-790746,CLI-28838,2026-06-23 10:30:00,3405588.88,CRC,pago,app_movil,HE-001,Préstamo Hipotecario
TXN-00005030,CTA-815941,CLI-46681,2026-06-11 09:40:00,4250182.42,CRC,deposito,sucursal,AL-001,Cuenta Ahorro
TXN-00005031,CTA-797995,CLI-26953,2026-06-28 07:02:00,1971297.31,CRC,pago,web,CA-001,Cuenta Corriente
TXN-00005032,CTA-383769,CLI-13984,2026-06-22 00:15:00,4590691.73,CRC,transferencia,app_movil,PU-001,Tarjeta Crédito
TXN-00005033,CTA-204122,CLI-20586,2026-06-18 17:22:00,3319236.33,CRC,retiro,sinpe,LI-001,Préstamo Personal
TXN-00005034,CTA-116680,CLI-55903,2026-06-11 12:45:00,4785051.73,CRC,deposito,sucursal,SJ-002,Cuenta Ahorro
TXN-00005035,CTA-912588,CLI-95177,2026-06-25 04:58:00,190267.4,CRC,transferencia,atm,AL-001,Préstamo Hipotecario
TXN-00005036,CTA-651434,CLI-27672,2026-06-17 05:24:00,3965914.8,CRC,pago,web,AL-001,Préstamo Personal
TXN-00005037,CTA-755307,CLI-37550,2026-06-22 21:56:00,913619.41,CRC,transferencia,atm,HE-001,Cuenta Ahorro
TXN-00005038,CTA-925792,CLI-27457,2026-06-11 10:23:00,968438.06,CRC,pago,sinpe,LI-002,Cuenta Ahorro
TXN-00005039,CTA-706567,CLI-34524,2026-06-28 16:00:00,3848913.23,CRC,deposito,atm,PU-001,Cuenta Corriente
TXN-00005040,CTA-101483,CLI-74188,2026-06-02 20:51:00,690629.14,CRC,pago,sucursal,SJ-001,Cuenta Corriente
TXN-00005041,CTA-757080,CLI-42949,2026-06-12 17:12:00,4470275.01,CRC,comision,web,CA-001,Préstamo Hipotecario
TXN-00005042,CTA-620846,CLI-18950,2026-06-18 09:57:00,1083663.8,CRC,transferencia,atm,LI-001,Préstamo Personal
TXN-00005043,CTA-473394,CLI-33791,2026-06-12 07:33:00,4847990.32,CRC,deposito,sinpe,SJ-002,Préstamo Hipotecario
TXN-00005044,CTA-575189,CLI-39095,2026-06-26 11:02:00,328401.22,CRC,deposito,sinpe,CA-001,Tarjeta Crédito
TXN-00005045,CTA-982163,CLI-40531,2026-06-03 08:30:00,3113861.25,CRC,pago,web,LI-002,Cuenta Ahorro
TXN-00005046,CTA-302134,CLI-46065,2026-06-05 19:10:00,3061891.56,CRC,deposito,atm,AL-001,Préstamo Hipotecario
TXN-00005047,CTA-904460,CLI-30959,2026-06-16 11:14:00,4468723.6,CRC,pago,atm,SJ-001,Préstamo Hipotecario
TXN-00005048,CTA-531986,CLI-81317,2026-06-30 01:51:00,2627901.5,CRC,deposito,app_movil,SJ-001,Préstamo Hipotecario
TXN-00005049,CTA-128855,CLI-83501,2026-06-03 16:13:00,754565.9,CRC,pago,app_movil,LI-002,Cuenta Ahorro
TXN-00005050,CTA-357227,CLI-88146,2026-06-06 12:25:00,1736500.8,CRC,transferencia,sinpe,HE-001,Préstamo Personal
TXN-00005051,CTA-179048,CLI-52972,2026-06-02 17:17:00,1173651.47,CRC,comision,sinpe,AL-001,Préstamo Hipotecario
TXN-00005052,CTA-478303,CLI-68389,2026-06-22 03:25:00,575824.02,CRC,comision,app_movil,LI-001,Cuenta Ahorro
TXN-00005053,CTA-677553,CLI-78914,2026-06-08 14:47:00,69789.25,CRC,comision,app_movil,CA-001,Préstamo Personal
TXN-00005054,CTA-587437,CLI-54069,2026-06-01 03:18:00,4694856.02,CRC,deposito,sucursal,HE-001,Tarjeta Crédito
TXN-00005055,CTA-149366,CLI-68156,2026-06-06 12:59:00,4663842.59,CRC,comision,sinpe,CA-001,Préstamo Personal
TXN-00005056,CTA-919325,CLI-73516,2026-06-23 11:10:00,2578856.04,CRC,transferencia,atm,LI-001,Préstamo Hipotecario
TXN-00005057,CTA-702973,CLI-22709,2026-06-16 09:16:00,2938917.24,CRC,transferencia,atm,SJ-001,Cuenta Corriente
TXN-00005058,CTA-360159,CLI-61226,2026-06-14 12:02:00,880701.6,CRC,pago,sinpe,LI-002,Tarjeta Crédito
TXN-00005059,CTA-626075,CLI-66262,2026-06-18 21:38:00,2227119.84,CRC,transferencia,app_movil,AL-001,Préstamo Hipotecario
TXN-00005060,CTA-240858,CLI-15159,2026-06-06 16:21:00,3836093.12,CRC,transferencia,sucursal,HE-001,Préstamo Hipotecario
TXN-00005061,CTA-815106,CLI-43980,2026-06-13 07:20:00,4566609.38,CRC,pago,sucursal,LI-001,Cuenta Corriente
TXN-00005062,CTA-302772,CLI-48783,2026-06-23 03:55:00,1304690.86,CRC,comision,sucursal,PU-001,Préstamo Hipotecario
TXN-00005063,CTA-849587,CLI-59500,2026-06-14 00:58:00,2129298.52,CRC,pago,atm,SJ-002,Cuenta Corriente
TXN-00005064,CTA-871516,CLI-57173,2026-06-21 02:21:00,2818635.48,CRC,comision,atm,PU-001,Préstamo Personal
TXN-00005065,CTA-190222,CLI-17156,2026-06-13 07:42:00,4788722.78,CRC,pago,web,SJ-002,Préstamo Personal
TXN-00005066,CTA-403769,CLI-22012,2026-06-30 04:15:00,4891707.11,CRC,comision,web,AL-001,Préstamo Hipotecario
TXN-00005067,CTA-432431,CLI-38393,2026-06-11 17:56:00,2690337.34,CRC,pago,web,LI-002,Cuenta Corriente
TXN-00005068,CTA-323096,CLI-24354,2026-06-04 07:10:00,1394419.51,CRC,pago,atm,AL-001,Tarjeta Crédito
TXN-00005069,CTA-371245,CLI-42354,2026-06-28 04:46:00,4631584.56,CRC,pago,sinpe,AL-001,Cuenta Corriente
TXN-00005070,CTA-141185,CLI-73238,2026-06-13 07:21:00,14712.04,CRC,comision,sucursal,LI-002,Préstamo Personal
TXN-00005071,CTA-978709,CLI-68596,2026-06-16 16:21:00,4009201.89,CRC,transferencia,web,SJ-002,Préstamo Hipotecario
TXN-00005072,CTA-718123,CLI-28292,2026-06-09 02:53:00,4499775.39,CRC,deposito,sucursal,PU-001,Cuenta Ahorro
TXN-00005073,CTA-914024,CLI-75053,2026-06-22 08:57:00,4819535.89,CRC,deposito,sucursal,CA-001,Tarjeta Crédito
TXN-00005074,CTA-175880,CLI-30224,2026-06-18 17:19:00,4951134.16,CRC,retiro,app_movil,LI-002,Cuenta Corriente
TXN-00005075,CTA-630524,CLI-85511,2026-06-26 03:33:00,2289716.2,CRC,transferencia,sinpe,LI-001,Cuenta Corriente
TXN-00005076,CTA-419747,CLI-33806,2026-06-17 17:18:00,710165.66,CRC,transferencia,web,CA-001,Préstamo Personal
TXN-00005077,CTA-922587,CLI-10110,2026-06-01 21:32:00,2902088.72,CRC,transferencia,web,SJ-001,Préstamo Hipotecario
TXN-00005078,CTA-148420,CLI-36940,2026-06-10 16:29:00,3267163.84,CRC,deposito,sucursal,PU-001,Tarjeta Crédito
TXN-00005079,CTA-525367,CLI-54351,2026-06-04 07:55:00,4109249.96,CRC,retiro,sucursal,CA-001,Préstamo Hipotecario
TXN-00005080,CTA-662147,CLI-44991,2026-06-24 11:09:00,2168981.2,CRC,comision,sinpe,LI-001,Préstamo Personal
TXN-00005081,CTA-940190,CLI-15702,2026-06-21 01:53:00,3682098.81,CRC,pago,app_movil,SJ-001,Cuenta Corriente
TXN-00005082,CTA-204137,CLI-46437,2026-06-23 16:44:00,4693268.14,CRC,retiro,sucursal,HE-001,Préstamo Personal
TXN-00005083,CTA-868874,CLI-87496,2026-06-02 10:16:00,3919886.43,CRC,deposito,web,SJ-001,Tarjeta Crédito
TXN-00005084,CTA-558943,CLI-20806,2026-06-13 21:53:00,1938208.96,CRC,pago,sucursal,CA-001,Préstamo Hipotecario
TXN-00005085,CTA-183189,CLI-56895,2026-06-21 20:43:00,933106.29,CRC,pago,web,PU-001,Tarjeta Crédito
TXN-00005086,CTA-492855,CLI-75744,2026-06-01 06:47:00,1275578.53,CRC,pago,web,LI-001,Cuenta Corriente
TXN-00005087,CTA-665406,CLI-75466,2026-06-24 19:49:00,1453059.39,CRC,transferencia,app_movil,AL-001,Tarjeta Crédito
TXN-00005088,CTA-345226,CLI-92282,2026-06-08 18:03:00,2530016.66,CRC,deposito,atm,LI-002,Cuenta Corriente
TXN-00005089,CTA-317306,CLI-43847,2026-06-28 12:07:00,866431.66,CRC,comision,sucursal,LI-002,Cuenta Corriente
TXN-00005090,CTA-848428,CLI-38678,2026-06-29 19:23:00,682628.47,CRC,comision,sinpe,AL-001,Préstamo Hipotecario
TXN-00005091,CTA-923635,CLI-13120,2026-06-08 05:54:00,1570902.25,CRC,deposito,web,SJ-002,Cuenta Corriente
TXN-00005092,CTA-107047,CLI-47941,2026-06-10 15:08:00,3309423.84,CRC,transferencia,sinpe,AL-001,Tarjeta Crédito
TXN-00005093,CTA-933689,CLI-73304,2026-06-16 23:30:00,2267443.25,CRC,deposito,atm,PU-001,Tarjeta Crédito
TXN-00005094,CTA-498323,CLI-61195,2026-06-06 00:39:00,3249867.65,CRC,deposito,atm,LI-002,Tarjeta Crédito
TXN-00005095,CTA-203526,CLI-62673,2026-06-20 00:13:00,2884074.57,CRC,transferencia,atm,CA-001,Préstamo Personal
TXN-00005096,CTA-925135,CLI-97472,2026-06-30 17:08:00,2458259.3,CRC,pago,web,PU-001,Tarjeta Crédito
TXN-00005097,CTA-363934,CLI-73000,2026-06-22 13:33:00,1924949.54,CRC,pago,app_movil,PU-001,Préstamo Hipotecario
TXN-00005098,CTA-803819,CLI-54829,2026-06-17 01:20:00,43094.83,CRC,retiro,sinpe,AL-001,Préstamo Personal
TXN-00005099,CTA-294034,CLI-19254,2026-06-15 03:31:00,4402438.52,CRC,pago,atm,LI-001,Cuenta Corriente
TXN-00005100,CTA-722104,CLI-83179,2026-06-14 02:02:00,2646569.48,CRC,comision,web,LI-002,Cuenta Ahorro
TXN-00005101,CTA-389274,CLI-28578,2026-06-22 07:12:00,1496132.19,CRC,retiro,app_movil,LI-001,Préstamo Personal
TXN-00005102,CTA-534272,CLI-89603,2026-06-04 12:06:00,3462015.9,CRC,retiro,sinpe,LI-001,Préstamo Hipotecario
TXN-00005103,CTA-552769,CLI-99859,2026-06-22 06:32:00,3227128.52,CRC,transferencia,app_movil,CA-001,Cuenta Corriente
TXN-00005104,CTA-535039,CLI-66595,2026-06-18 06:57:00,699323.45,CRC,retiro,sinpe,LI-002,Cuenta Corriente
TXN-00005105,CTA-191981,CLI-43678,2026-06-12 04:25:00,4000701.9,CRC,retiro,app_movil,AL-001,Cuenta Ahorro
TXN-00005106,CTA-960630,CLI-41334,2026-06-05 01:10:00,4999123.23,CRC,retiro,app_movil,CA-001,Cuenta Corriente
TXN-00005107,CTA-633001,CLI-44451,2026-06-05 22:30:00,4005055.86,CRC,deposito,web,SJ-002,Tarjeta Crédito
TXN-00005108,CTA-622350,CLI-51914,2026-06-12 10:48:00,1716347.6,CRC,transferencia,sucursal,LI-001,Tarjeta Crédito
TXN-00005109,CTA-209410,CLI-55036,2026-06-17 04:16:00,2847996.4,CRC,deposito,atm,AL-001,Cuenta Ahorro
TXN-00005110,CTA-463270,CLI-69614,2026-06-19 18:05:00,4682076.81,CRC,comision,sucursal,LI-002,Tarjeta Crédito
TXN-00005111,CTA-672739,CLI-36177,2026-06-04 07:34:00,4788271.8,CRC,comision,web,LI-002,Cuenta Corriente
TXN-00005112,CTA-516721,CLI-65602,2026-06-30 21:19:00,1641564.35,CRC,comision,web,CA-001,Cuenta Ahorro
TXN-00005113,CTA-668966,CLI-85388,2026-06-30 21:40:00,4039619.19,CRC,transferencia,sinpe,CA-001,Préstamo Personal
TXN-00005114,CTA-659818,CLI-28463,2026-06-12 09:26:00,2320412.38,CRC,transferencia,web,SJ-002,Cuenta Corriente
TXN-00005115,CTA-870670,CLI-66644,2026-06-06 13:59:00,3874792.49,CRC,retiro,atm,SJ-002,Préstamo Personal
TXN-00005116,CTA-541351,CLI-32035,2026-06-28 10:22:00,3169469.2,CRC,comision,sucursal,HE-001,Préstamo Personal
TXN-00005117,CTA-650723,CLI-57433,2026-06-25 10:11:00,687803.48,CRC,deposito,web,HE-001,Préstamo Hipotecario
TXN-00005118,CTA-692014,CLI-89456,2026-06-21 19:47:00,2171101.46,CRC,deposito,app_movil,CA-001,Cuenta Corriente
TXN-00005119,CTA-736189,CLI-17618,2026-06-06 23:12:00,4066137.88,CRC,comision,atm,LI-002,Cuenta Ahorro
TXN-00005120,CTA-792488,CLI-69532,2026-06-01 09:51:00,2700592.44,CRC,retiro,app_movil,CA-001,Cuenta Ahorro
TXN-00005121,CTA-699923,CLI-15434,2026-06-06 15:39:00,3185071.72,CRC,transferencia,atm,LI-001,Préstamo Personal
TXN-00005122,CTA-858252,CLI-45476,2026-06-08 19:20:00,4077731.27,CRC,pago,sucursal,HE-001,Cuenta Ahorro
TXN-00005123,CTA-545668,CLI-63481,2026-06-02 14:56:00,1954039.69,CRC,retiro,sucursal,SJ-002,Préstamo Hipotecario
TXN-00005124,CTA-263220,CLI-47742,2026-06-10 15:42:00,183311.29,CRC,retiro,sucursal,LI-001,Préstamo Personal
TXN-00005125,CTA-664616,CLI-21972,2026-06-06 20:03:00,1203671.18,CRC,transferencia,app_movil,LI-001,Cuenta Ahorro
TXN-00005126,CTA-996665,CLI-88027,2026-06-03 10:36:00,1570080.04,CRC,comision,atm,LI-002,Cuenta Corriente
TXN-00005127,CTA-396833,CLI-79365,2026-06-13 10:54:00,307380.2,CRC,transferencia,sucursal,AL-001,Tarjeta Crédito
TXN-00005128,CTA-115186,CLI-88675,2026-06-03 05:48:00,1400819.2,CRC,retiro,sucursal,LI-002,Cuenta Ahorro
TXN-00005129,CTA-770722,CLI-84056,2026-06-24 11:03:00,4274988.39,CRC,comision,web,SJ-001,Cuenta Corriente
TXN-00005130,CTA-416963,CLI-36504,2026-06-07 08:36:00,1349878.96,CRC,deposito,app_movil,HE-001,Préstamo Hipotecario
TXN-00005131,CTA-801785,CLI-83041,2026-06-01 13:08:00,2421598.16,CRC,retiro,sucursal,LI-002,Tarjeta Crédito
TXN-00005132,CTA-612715,CLI-72221,2026-06-11 23:48:00,3782697.97,CRC,retiro,web,AL-001,Préstamo Personal
TXN-00005133,CTA-517162,CLI-18502,2026-06-17 03:18:00,1287018.22,CRC,pago,sucursal,LI-001,Préstamo Personal
TXN-00005134,CTA-453950,CLI-52007,2026-06-17 05:54:00,4735121.0,CRC,transferencia,sinpe,LI-002,Cuenta Corriente
TXN-00005135,CTA-288454,CLI-61070,2026-06-14 02:40:00,4688109.42,CRC,pago,web,LI-002,Cuenta Corriente
TXN-00005136,CTA-937431,CLI-85641,2026-06-16 10:55:00,2900908.55,CRC,retiro,sinpe,CA-001,Tarjeta Crédito
TXN-00005137,CTA-972697,CLI-28197,2026-06-09 03:46:00,3539305.99,CRC,deposito,atm,LI-002,Cuenta Corriente
TXN-00005138,CTA-367054,CLI-39174,2026-06-30 04:52:00,1039262.76,CRC,retiro,sinpe,SJ-002,Cuenta Corriente
TXN-00005139,CTA-996194,CLI-80725,2026-06-20 20:57:00,2363276.19,CRC,comision,atm,AL-001,Préstamo Hipotecario
TXN-00005140,CTA-596138,CLI-34765,2026-06-09 05:37:00,4061968.42,CRC,retiro,sinpe,HE-001,Cuenta Corriente
TXN-00005141,CTA-217358,CLI-88710,2026-06-06 23:44:00,1106015.42,CRC,deposito,sucursal,SJ-001,Préstamo Personal
TXN-00005142,CTA-925766,CLI-57530,2026-06-16 18:37:00,2837229.01,CRC,transferencia,web,CA-001,Cuenta Corriente
TXN-00005143,CTA-875312,CLI-21740,2026-06-14 02:22:00,422294.66,CRC,pago,sucursal,AL-001,Cuenta Ahorro
TXN-00005144,CTA-856699,CLI-98208,2026-06-02 12:41:00,4282018.25,CRC,transferencia,sinpe,PU-001,Cuenta Corriente
TXN-00005145,CTA-974680,CLI-42955,2026-06-03 02:05:00,3585989.97,CRC,retiro,web,SJ-001,Tarjeta Crédito
TXN-00005146,CTA-363171,CLI-37559,2026-06-10 19:28:00,1335961.31,CRC,retiro,sinpe,PU-001,Préstamo Personal
TXN-00005147,CTA-263903,CLI-10977,2026-06-27 18:30:00,1265160.05,CRC,deposito,web,SJ-002,Cuenta Ahorro
TXN-00005148,CTA-624524,CLI-41323,2026-06-08 12:23:00,1990469.33,CRC,transferencia,sucursal,LI-002,Préstamo Personal
TXN-00005149,CTA-631912,CLI-68463,2026-06-24 03:32:00,4236045.33,CRC,comision,atm,SJ-001,Préstamo Personal
TXN-00005150,CTA-328903,CLI-34688,2026-06-05 20:14:00,3008322.45,CRC,comision,atm,SJ-001,Cuenta Ahorro
TXN-00005151,CTA-145495,CLI-17863,2026-06-02 19:08:00,218946.11,CRC,pago,sucursal,SJ-001,Cuenta Ahorro
TXN-00005152,CTA-598958,CLI-68450,2026-06-16 13:40:00,3227298.26,CRC,transferencia,atm,PU-001,Préstamo Personal
TXN-00005153,CTA-273747,CLI-82448,2026-06-17 19:47:00,603857.03,CRC,transferencia,web,PU-001,Cuenta Corriente
TXN-00005154,CTA-541615,CLI-93587,2026-06-11 23:35:00,1371814.25,CRC,retiro,sucursal,HE-001,Cuenta Ahorro
TXN-00005155,CTA-927276,CLI-97838,2026-06-14 01:31:00,1769181.58,CRC,pago,sinpe,PU-001,Tarjeta Crédito
TXN-00005156,CTA-530774,CLI-36305,2026-06-03 23:03:00,1484134.87,CRC,transferencia,app_movil,LI-001,Préstamo Personal
TXN-00005157,CTA-893035,CLI-18910,2026-06-15 05:27:00,1020860.95,CRC,comision,atm,LI-002,Cuenta Corriente
TXN-00005158,CTA-505384,CLI-57051,2026-06-23 17:48:00,2844838.11,CRC,comision,atm,PU-001,Préstamo Hipotecario
TXN-00005159,CTA-113219,CLI-15475,2026-06-19 14:04:00,3945556.71,CRC,retiro,sucursal,LI-001,Préstamo Personal
TXN-00005160,CTA-983957,CLI-61794,2026-06-15 07:49:00,912509.21,CRC,transferencia,sinpe,AL-001,Tarjeta Crédito
TXN-00005161,CTA-691348,CLI-30939,2026-06-30 00:14:00,442290.23,CRC,retiro,sucursal,AL-001,Tarjeta Crédito
TXN-00005162,CTA-603271,CLI-87053,2026-06-05 05:07:00,1693218.84,CRC,transferencia,sucursal,HE-001,Préstamo Personal
TXN-00005163,CTA-515759,CLI-64160,2026-06-30 04:19:00,1150031.13,CRC,deposito,atm,AL-001,Cuenta Corriente
TXN-00005164,CTA-421792,CLI-38049,2026-06-13 23:00:00,4678633.07,CRC,deposito,sucursal,AL-001,Préstamo Hipotecario
TXN-00005165,CTA-331398,CLI-73791,2026-06-22 11:24:00,2726071.24,CRC,retiro,sucursal,SJ-001,Préstamo Hipotecario
TXN-00005166,CTA-750047,CLI-36255,2026-06-26 11:11:00,610176.9,CRC,transferencia,sucursal,AL-001,Tarjeta Crédito
TXN-00005167,CTA-768950,CLI-58402,2026-06-09 15:44:00,831811.76,CRC,deposito,app_movil,AL-001,Tarjeta Crédito
TXN-00005168,CTA-684048,CLI-44118,2026-06-26 20:09:00,4488951.84,CRC,deposito,web,PU-001,Préstamo Personal
TXN-00005169,CTA-157079,CLI-81535,2026-06-30 10:03:00,991484.58,CRC,pago,sinpe,LI-001,Cuenta Ahorro
TXN-00005170,CTA-522444,CLI-70018,2026-06-30 20:49:00,3757870.14,CRC,comision,app_movil,HE-001,Cuenta Corriente
TXN-00005171,CTA-518632,CLI-66484,2026-06-20 22:44:00,1554208.6,CRC,pago,web,AL-001,Préstamo Hipotecario
TXN-00005172,CTA-817523,CLI-10638,2026-06-15 01:04:00,2157716.58,CRC,comision,atm,CA-001,Cuenta Ahorro
TXN-00005173,CTA-815418,CLI-56659,2026-06-24 13:50:00,2528289.4,CRC,deposito,sinpe,PU-001,Tarjeta Crédito
TXN-00005174,CTA-763970,CLI-65990,2026-06-16 06:20:00,1671655.19,CRC,retiro,sinpe,AL-001,Préstamo Personal
TXN-00005175,CTA-887251,CLI-29181,2026-06-09 09:22:00,1902233.47,CRC,retiro,sucursal,PU-001,Tarjeta Crédito
TXN-00005176,CTA-762707,CLI-49868,2026-06-21 09:15:00,2439720.27,CRC,pago,sinpe,AL-001,Préstamo Hipotecario
TXN-00005177,CTA-863002,CLI-99394,2026-06-08 12:55:00,4804755.36,CRC,transferencia,web,LI-002,Cuenta Ahorro
TXN-00005178,CTA-363617,CLI-66416,2026-06-09 18:11:00,1267323.24,CRC,pago,web,CA-001,Cuenta Corriente
TXN-00005179,CTA-412750,CLI-88577,2026-06-03 02:12:00,501550.39,CRC,pago,app_movil,LI-001,Préstamo Hipotecario
TXN-00005180,CTA-515084,CLI-32125,2026-06-03 04:38:00,4350574.49,CRC,comision,sinpe,PU-001,Préstamo Personal
TXN-00005181,CTA-746000,CLI-32204,2026-06-24 15:55:00,4713290.24,CRC,transferencia,atm,LI-002,Préstamo Hipotecario
TXN-00005182,CTA-813221,CLI-95198,2026-06-12 14:19:00,3769803.8,CRC,comision,atm,SJ-001,Cuenta Corriente
TXN-00005183,CTA-439748,CLI-64668,2026-06-24 16:07:00,3108294.26,CRC,deposito,sucursal,PU-001,Tarjeta Crédito
TXN-00005184,CTA-666474,CLI-39865,2026-06-13 10:16:00,4250621.7,CRC,retiro,app_movil,SJ-001,Préstamo Hipotecario
TXN-00005185,CTA-707442,CLI-34984,2026-06-12 06:25:00,607404.29,CRC,transferencia,web,SJ-001,Préstamo Personal
TXN-00005186,CTA-776752,CLI-36671,2026-06-27 15:38:00,4022700.34,CRC,pago,web,SJ-002,Préstamo Hipotecario
TXN-00005187,CTA-806162,CLI-30676,2026-06-12 06:33:00,456203.67,CRC,retiro,app_movil,SJ-001,Cuenta Corriente
TXN-00005188,CTA-901512,CLI-58111,2026-06-18 13:07:00,479905.25,CRC,retiro,app_movil,CA-001,Cuenta Corriente
TXN-00005189,CTA-204234,CLI-57685,2026-06-29 13:03:00,1203060.91,CRC,retiro,sucursal,AL-001,Cuenta Corriente
TXN-00005190,CTA-514164,CLI-93513,2026-06-09 20:49:00,4068629.67,CRC,retiro,app_movil,CA-001,Tarjeta Crédito
TXN-00005191,CTA-608595,CLI-15963,2026-06-01 05:19:00,398667.88,CRC,retiro,sucursal,AL-001,Cuenta Corriente
TXN-00005192,CTA-136662,CLI-24732,2026-06-25 23:56:00,2420048.75,CRC,retiro,sinpe,PU-001,Tarjeta Crédito
TXN-00005193,CTA-356780,CLI-22803,2026-06-28 12:09:00,4487931.26,CRC,pago,web,SJ-001,Tarjeta Crédito
TXN-00005194,CTA-105980,CLI-23788,2026-06-19 03:39:00,40004.95,CRC,comision,app_movil,SJ-001,Préstamo Personal
TXN-00005195,CTA-322890,CLI-32828,2026-06-18 02:55:00,4214633.23,CRC,transferencia,atm,LI-001,Préstamo Hipotecario
TXN-00005196,CTA-922249,CLI-76887,2026-06-11 20:27:00,4955947.61,CRC,pago,app_movil,HE-001,Tarjeta Crédito
TXN-00005197,CTA-616751,CLI-49904,2026-06-04 07:26:00,1424106.34,CRC,pago,sinpe,LI-001,Cuenta Corriente
TXN-00005198,CTA-161428,CLI-82410,2026-06-06 04:02:00,4881867.09,CRC,pago,app_movil,LI-002,Cuenta Ahorro
TXN-00005199,CTA-295428,CLI-14348,2026-06-22 23:09:00,2665660.41,CRC,transferencia,app_movil,AL-001,Cuenta Corriente
TXN-00005200,CTA-868371,CLI-78114,2026-06-29 08:44:00,3284287.12,CRC,deposito,sinpe,CA-001,Cuenta Ahorro
TXN-00005201,CTA-314848,CLI-31984,2026-06-13 21:08:00,894427.33,CRC,deposito,web,SJ-002,Cuenta Corriente
TXN-00005202,CTA-844686,CLI-38140,2026-06-02 03:18:00,4305743.97,CRC,retiro,atm,LI-001,Cuenta Corriente
TXN-00005203,CTA-871780,CLI-55914,2026-06-25 20:47:00,695022.96,CRC,retiro,web,CA-001,Préstamo Personal
